Nombre,Latitud,Longitud,Pais,Siglas,Tipo,Poblacion
Novska,45.3333,16.9833,Croacia,HRV,Capital Provincia,7028
Sausalito,37.858,-122.4932,Estados Unidos,USA,Ciudad,7068
Alecrim,-27.655,-54.7639,Brasil,BRA,Ciudad,7045
Martignacco,46.1,13.1333,Italia,ITA,Ciudad,6812
Senise,40.1333,16.2833,Italia,ITA,Ciudad,6995
South Lockport,43.1377,-78.6864,Estados Unidos,USA,Ciudad,7066
Waitara,-38.9958,174.2331,Nueva Zelanda,NZL,Ciudad,6915
Highland Heights,39.0355,-84.4567,Estados Unidos,USA,Ciudad,7065
Chadegan,32.7683,50.6286,Irán,IRN,Capital Provincia,7037
Woodlake,37.4216,-77.6783,Estados Unidos,USA,Ciudad,7064
Barnesville,33.0509,-84.1527,Estados Unidos,USA,Ciudad,7064
Edenkoben,49.2839,8.1272,Alemania,DEU,Ciudad,6690
Mandirtala,21.813,88.1103,India,IND,Ciudad,6135
Bomlitz,52.9,9.65,Alemania,DEU,Ciudad,6955
Rungis,48.7483,2.3497,Francia,FRA,Ciudad,5705
Tlapanaloya,19.9358,-99.1019,México,MEX,Ciudad,6466
Delaware,41.2372,-74.9281,Estados Unidos,USA,Ciudad,7063
Goioxim,-25.195,-51.9928,Brasil,BRA,Ciudad,7053
Burguillos,37.5858,-5.9673,España,ESP,Ciudad,6902
Blythebridge,52.9704,-2.0709,Reino Unido,GBR,Ciudad,5931
Kanaganapalle,14.45,77.5167,India,IND,Ciudad,6965
Todos Santos,23.4486,-110.2233,México,MEX,Ciudad,5148
Altmannstein,48.9,11.65,Alemania,DEU,Ciudad,7001
Laneuveville-devant-Nancy,48.6553,6.2314,Francia,FRA,Ciudad,6538
San Benedetto Po,45.0333,10.9167,Italia,ITA,Ciudad,7040
Ittre,50.65,4.2667,Bélgica,BEL,Ciudad,6865
Tipparti,17.0167,79.4167,India,IND,Ciudad,6805
Oliena,40.271,9.4028,Italia,ITA,Ciudad,7018
Newbury,42.7706,-70.8747,Estados Unidos,USA,Ciudad,7060
Berrien Springs,41.9474,-86.3403,Estados Unidos,USA,Ciudad,7060
Etikoppaka,17.5,82.73,India,IND,Ciudad,6358
Lozen,42.6,23.4833,Bulgaria,BGR,Ciudad,5995
St. Helena,38.5063,-122.4682,Estados Unidos,USA,Ciudad,7059
Polch,50.3011,7.3167,Alemania,DEU,Ciudad,6821
Tismana,45.0506,22.9489,Rumanía,ROU,Ciudad,7035
Hudson Falls,43.3042,-73.5818,Estados Unidos,USA,Ciudad,7056
Ciboure,43.3853,-1.6678,Francia,FRA,Ciudad,6220
Molochansk,47.2038,35.5985,Ucrania,UKR,Ciudad,7040
Saulx-les-Chartreux,48.6922,2.2664,Francia,FRA,Ciudad,6240
Veitsbronn,49.5108,10.8894,Alemania,DEU,Ciudad,6644
Sainte-Pazanne,47.1031,-1.8108,Francia,FRA,Ciudad,6889
Deeping Saint James,52.6717,-0.2995,Reino Unido,GBR,Ciudad,6923
Ungheni,46.4858,24.4608,Rumanía,ROU,Ciudad,6945
Assesse,50.3711,5.0231,Bélgica,BEL,Ciudad,6964
Noble,35.1385,-97.371,Estados Unidos,USA,Ciudad,7053
Gulf Park Estates,30.3801,-88.7581,Estados Unidos,USA,Ciudad,7053
Caudan,47.8089,-3.3425,Francia,FRA,Ciudad,6891
Lastrup,52.7957,7.8669,Alemania,DEU,Ciudad,6970
Fehraltorf,47.3861,8.7547,Suiza,CHE,Ciudad,6378
Settimo San Pietro,39.291,9.1853,Italia,ITA,Ciudad,6760
Redondo,38.6464,-7.5464,Portugal,PRT,Capital Provincia,7031
Pancota,46.3225,21.6869,Rumanía,ROU,Ciudad,6946
Oak Ridge,36.174,-79.9916,Estados Unidos,USA,Ciudad,7049
Muncheberg,52.5036,14.1397,Alemania,DEU,Ciudad,7003
Sao Bras,-10.1278,-36.9006,Brasil,BRA,Ciudad,7034
Mzefroune,34.8422,-5.6842,Marruecos,MAR,Ciudad,6973
Gadivemula,15.7069,78.4169,India,IND,Ciudad,6897
Chievres,50.5833,3.8,Bélgica,BEL,Ciudad,6899
Guinisiliban,9.1,124.7833,Filipinas,PHL,Ciudad,6685
Rochester,41.059,-86.196,Estados Unidos,USA,Ciudad,7046
Mallersdorf-Pfaffenberg,48.7667,12.2333,Alemania,DEU,Ciudad,6950
Tiradentes,-21.11,-44.1778,Brasil,BRA,Ciudad,6961
Acigne,48.1342,-1.5367,Francia,FRA,Ciudad,6814
Albisola Marina,44.3273,8.5031,Italia,ITA,Ciudad,5387
Tumut,-35.3039,148.2233,Australia,AUS,Ciudad,6230
Diepoldsau,47.3831,9.65,Suiza,CHE,Ciudad,6469
Orange City,43.0023,-96.0566,Estados Unidos,USA,Ciudad,7044
Coteau-du-Lac,45.3,-74.18,Canadá,CAN,Ciudad,7044
Hecklingen,51.85,11.5167,Alemania,DEU,Ciudad,6970
Grassau,47.7789,12.45,Alemania,DEU,Ciudad,6851
Aigina,37.7467,23.4275,Grecia,GRC,Capital Provincia,6867
Shinmachi,35.1917,140.3486,Japón,JPN,Ciudad,6769
Seminole,35.2346,-96.65,Estados Unidos,USA,Ciudad,7041
Puerto Serrano,36.9333,-5.55,España,ESP,Ciudad,6954
Moringen,51.7,9.8667,Alemania,DEU,Ciudad,6956
Passo do Sertao,-29.2228,-49.81,Brasil,BRA,Ciudad,7002
Solyanka,46.3889,48.0175,Rusia,RUS,Ciudad,5332
Piskivka,50.7078,29.595,Ucrania,UKR,Ciudad,6896
Bonnybridge,55.999,-3.887,Reino Unido,GBR,Ciudad,5210
Jacuipe,-8.8419,-35.46,Brasil,BRA,Ciudad,7006
Groesbeck,39.2292,-84.5964,Estados Unidos,USA,Ciudad,7038
Litochoro,40.1028,22.5069,Grecia,GRC,Capital Provincia,6995
Tuzamapan,20.0833,-97.5667,México,MEX,Capital Provincia,6314
Meleiro,-28.8289,-49.6358,Brasil,BRA,Ciudad,7000
Chabeuil,44.8997,5.02,Francia,FRA,Ciudad,6869
Springs,41.0212,-72.1584,Estados Unidos,USA,Ciudad,7036
Marksville,31.1247,-92.0652,Estados Unidos,USA,Ciudad,7036
Truth or Consequences,33.1864,-107.2589,Estados Unidos,USA,Ciudad,7035
Zaouiat Sidi Hammou Ben Hmida,31.7547,-9.3717,Marruecos,MAR,Ciudad,6922
Mondelange,49.2625,6.1686,Francia,FRA,Ciudad,5655
Les Essarts-le-Roi,48.7167,1.8944,Francia,FRA,Ciudad,6688
Barao do Triunfo,-30.3878,-51.7339,Brasil,BRA,Ciudad,7018
Nanteuil-les-Meaux,48.9297,2.8969,Francia,FRA,Ciudad,6218
Polessk,54.8667,21.1,Rusia,RUS,Capital Provincia,7011
Surgeres,46.1081,-0.7517,Francia,FRA,Ciudad,6797
Summit,42.0375,-80.0513,Estados Unidos,USA,Ciudad,7033
Tarachua,24.1472,87.6107,India,IND,Ciudad,6276
Laurium,47.2351,-88.4382,Estados Unidos,USA,Ciudad,7032
Moema,-19.8428,-45.4108,Brasil,BRA,Ciudad,7028
Pignola,40.5667,15.7833,Italia,ITA,Ciudad,6908
Kandlagunta,16.35,79.367,India,IND,Ciudad,6906
Kiefersfelden,47.6167,12.1833,Alemania,DEU,Ciudad,6844
Archbald,41.5077,-75.5453,Estados Unidos,USA,Ciudad,7030
Mudivarti,14.555,80.1079,India,IND,Ciudad,6685
Busseto,44.9794,10.0433,Italia,ITA,Ciudad,6939
Newbridge,51.67,-3.136,Reino Unido,GBR,Ciudad,6509
Sarmasu,46.7536,24.1667,Rumanía,ROU,Ciudad,6942
Neukieritzsch,51.1514,12.4097,Alemania,DEU,Ciudad,6908
Providence,39.9092,-76.233,Estados Unidos,USA,Ciudad,7029
Schliersee,47.7333,11.8667,Alemania,DEU,Ciudad,6941
Bellante,42.75,13.8,Italia,ITA,Ciudad,6997
Pinotepa de Don Luis,16.4333,-97.9667,México,MEX,Capital Provincia,6893
Cannonvale,-20.2787,148.6994,Australia,AUS,Ciudad,5716
Willis,30.4314,-95.4832,Estados Unidos,USA,Ciudad,7028
Algrange,49.3594,6.0483,Francia,FRA,Ciudad,6145
Obuladevarcheruvu,14.0263,78.0009,India,IND,Ciudad,6639
Enrique Villanueva,9.276,123.647,Filipinas,PHL,Ciudad,6790
Krasno nad Kysucou,49.3978,18.8364,Eslovaquia,SVK,Ciudad,6783
Sakhnovshchyna,49.1492,35.8708,Ucrania,UKR,Ciudad,7010
Gradisca d'Isonzo,45.8833,13.5,Italia,ITA,Ciudad,6452
Herbignac,47.4489,-2.3175,Francia,FRA,Ciudad,6930
Eyguieres,43.6953,5.0311,Francia,FRA,Ciudad,6926
Ustaritz,43.3994,-1.4564,Francia,FRA,Ciudad,6818
Rancho Calaveras,38.1248,-120.857,Estados Unidos,USA,Ciudad,7026
Sao Vicente de Minas,-21.7128,-44.4439,Brasil,BRA,Ciudad,7008
Tenamaxtlan,20.2167,-104.167,México,MEX,Capital Provincia,7005
Sao Tomas de Aquino,-20.7839,-47.0978,Brasil,BRA,Ciudad,7000
The Blue Mountains,44.4833,-80.3833,Canadá,CAN,Ciudad,7025
Dariapur,22.8697,88.5002,India,IND,Ciudad,5748
Murarai,24.4428,87.8575,India,IND,Ciudad,5770
Aridaia,40.975,22.0583,Grecia,GRC,Capital Provincia,6561
Bergondo,43.3167,-8.2333,España,ESP,Ciudad,6817
Neo Karlovasi,37.7917,26.7051,Grecia,GRC,Ciudad,6708
Maddipadu,15.6222,80.023,India,IND,Ciudad,6480
Ammanford,51.8,-3.993,Reino Unido,GBR,Ciudad,5411
Cerano,45.4,8.7833,Italia,ITA,Ciudad,6813
Yarkovo,57.4039,67.0639,Rusia,RUS,Ciudad,7017
Desterro de Entre Rios,-20.66,-44.3328,Brasil,BRA,Ciudad,7002
Loanhead,55.878,-3.148,Reino Unido,GBR,Ciudad,6440
Kentfield,37.9481,-122.5496,Estados Unidos,USA,Ciudad,7020
Bafru'iyeh,32.2767,53.9942,Irán,IRN,Ciudad,6939
Limours,48.6456,2.0761,Francia,FRA,Ciudad,6558
Kiel,43.9167,-88.0266,Estados Unidos,USA,Ciudad,7018
Gouverneur,44.3673,-75.4838,Estados Unidos,USA,Ciudad,7018
Racari,44.6333,25.7333,Rumanía,ROU,Ciudad,6930
Kistelek,46.4731,19.98,Hungría,HUN,Capital Provincia,6917
Villasor,39.3809,8.9413,Italia,ITA,Ciudad,6937
Frutigen,46.5831,7.6497,Suiza,CHE,Ciudad,6921
Wellsville,42.1206,-77.9219,Estados Unidos,USA,Ciudad,7016
Mount Carmel,38.4187,-87.7694,Estados Unidos,USA,Ciudad,7016
Grand-Charmont,47.5272,6.8236,Francia,FRA,Ciudad,5754
Chaek,41.93,74.51,Kirguistán,KGZ,Capital Provincia,7009
Almacellas,41.7317,0.4371,España,ESP,Ciudad,6875
Schwerzenbach,47.3818,8.6559,Suiza,CHE,Ciudad,5088
Reichelsheim,50.3569,8.8725,Alemania,DEU,Ciudad,6769
Geithain,51.05,12.6833,Alemania,DEU,Ciudad,6888
Kampong Beribi,4.8841,114.896,Brunei,BRN,Ciudad,5679
Bonndorf im Schwarzwald,47.8194,8.3431,Alemania,DEU,Ciudad,6922
Melesse,48.2172,-1.6961,Francia,FRA,Ciudad,6803
Polgardi,47.0538,18.3049,Hungría,HUN,Capital Provincia,6917
Lutterbach,47.7597,7.2806,Francia,FRA,Ciudad,6279
Shabankareh,29.4731,50.9933,Irán,IRN,Ciudad,6975
Sao Jose de Uba,-21.3578,-41.9428,Brasil,BRA,Ciudad,7003
Marina di Gioiosa Ionica,38.3,16.3333,Italia,ITA,Ciudad,6603
Marcallo con Casone,45.4982,8.8764,Italia,ITA,Ciudad,6250
Camerino,43.1333,13.0667,Italia,ITA,Ciudad,6956
Mezhdurechenskoye,43.4528,76.7228,Kazajistán,KAZ,Ciudad,6972
Epone,48.9558,1.8153,Francia,FRA,Ciudad,6500
Whitewater Region,45.7167,-76.8333,Canadá,CAN,Ciudad,7009
Chessy,48.8803,2.7633,Francia,FRA,Ciudad,5969
Ajuricaba,-28.2389,-53.7708,Brasil,BRA,Ciudad,6987
Turka,49.1544,23.03,Ucrania,UKR,Capital Provincia,6968
Samahil,20.8858,-89.8894,México,MEX,Ciudad,5631
Carrigtohill,51.9,-8.2667,Irlanda,IRL,Ciudad,6665
Zlatograd,41.3805,25.0947,Bulgaria,BGR,Capital Provincia,6902
Virrat,62.2403,23.7708,Finlandia,FIN,Capital Provincia,7002
Ruswil,47.0836,8.1261,Suiza,CHE,Ciudad,6856
Lagoa de Pedra,-6.1489,-35.4378,Brasil,BRA,Ciudad,6989
Amadaguru,13.8886,78.0217,India,IND,Ciudad,6818
Crete,40.6254,-96.9575,Estados Unidos,USA,Ciudad,7007
Meraux,29.9284,-89.9179,Estados Unidos,USA,Ciudad,7007
Garden Home-Whitford,45.4642,-122.7589,Estados Unidos,USA,Ciudad,7006
Kravare,49.932,18.0048,República Checa,CZE,Ciudad,6662
Kouango,4.9667,19.9833,República Centroafricana,CAF,Ciudad,6984
Vorozhba,51.1749,34.2299,Ucrania,UKR,Ciudad,6972
Lutzelbach,49.788,9.0766,Alemania,DEU,Ciudad,6812
St. Augustine Beach,29.8414,-81.2713,Estados Unidos,USA,Ciudad,7004
Velika Kladusa,45.1667,15.8,Bosnia y Herzegovina,BIH,Capital Provincia,6902
Warnemunde,54.1753,12.0883,Alemania,DEU,Ciudad,5937
Sosnytsia,51.5222,32.5017,Ucrania,UKR,Ciudad,6983
Rosny-sur-Seine,48.9997,1.6317,Francia,FRA,Ciudad,6658
Praia a Mare,39.9167,15.7667,Italia,ITA,Ciudad,6717
Pilawa Gorna,50.6836,16.7436,Polonia,POL,Ciudad,6673
Simitli,41.8914,23.1117,Bulgaria,BGR,Ciudad,6976
Cazenovia,42.9122,-75.8636,Estados Unidos,USA,Ciudad,7001
Zuni Pueblo,35.0708,-108.8484,Estados Unidos,USA,Ciudad,7001
Pauliceia,-21.3167,-51.8333,Brasil,BRA,Ciudad,6981
Luxeuil-les-Bains,47.8161,6.3808,Francia,FRA,Ciudad,6692
Ponto Belo,-18.1239,-40.5408,Brasil,BRA,Ciudad,6979
Xochicoatlan,20.7767,-98.68,México,MEX,Ciudad,6954
Machacalis,-17.0769,-40.7158,Brasil,BRA,Ciudad,6976
Lipany,49.1528,20.9619,Eslovaquia,SVK,Ciudad,6484
Pryvillya,48.9999,38.2948,Ucrania,UKR,Ciudad,6970
Turis,39.3899,-0.7105,España,ESP,Ciudad,6910
Olevano sul Tusciano,40.65,15.0167,Italia,ITA,Ciudad,6743
Partido,19.48,-71.55,República Dominicana,DOM,Ciudad,6951
Nambucca Heads,-30.6414,152.9906,Australia,AUS,Ciudad,6327
Mendota,41.5553,-89.1042,Estados Unidos,USA,Ciudad,6994
Saint-Pee-sur-Nivelle,43.3567,-1.5506,Francia,FRA,Ciudad,6888
Laer,52.0547,7.3569,Alemania,DEU,Ciudad,6799
Xacmaz,41.0471,47.6043,Azerbaiyán,AZE,Ciudad,6954
Cangyanshanzhen,37.8445,114.1338,China,CHN,Ciudad,6908
Labenne,43.5928,-1.4267,Francia,FRA,Ciudad,6717
Guatavita,4.9344,-73.8344,Colombia,COL,Capital Provincia,6963
Assis Brasil,-10.9114,-69.5825,Brasil,BRA,Ciudad,6986
Cos Cob,41.0513,-73.5931,Estados Unidos,USA,Ciudad,6990
Herrliberg,47.2972,8.6302,Suiza,CHE,Ciudad,6290
Adel,31.1272,-83.4232,Estados Unidos,USA,Ciudad,6989
Wynyard,-41.0,145.7167,Australia,AUS,Ciudad,6001
Champigneulles,48.7336,6.1644,Francia,FRA,Ciudad,6708
Vendargues,43.6578,3.9694,Francia,FRA,Ciudad,6287
Zirc,47.2633,17.8725,Hungría,HUN,Capital Provincia,6805
Heathrow,28.7753,-81.3721,Estados Unidos,USA,Ciudad,6987
Calverton,40.9163,-72.7645,Estados Unidos,USA,Ciudad,6987
Galliano,29.447,-90.3096,Estados Unidos,USA,Ciudad,6987
Alliste,39.95,18.0833,Italia,ITA,Ciudad,6702
Faina,-15.4458,-50.3608,Brasil,BRA,Ciudad,6983
Eagle,39.6368,-106.8123,Estados Unidos,USA,Ciudad,6986
Kazanka,47.8381,32.8261,Ucrania,UKR,Capital Provincia,6972
Kieta,-6.2058,155.6227,Papúa Nueva Guinea,PNG,Ciudad,6958
Vetroz,46.2258,7.2707,Suiza,CHE,Ciudad,6372
Caussade,44.1617,1.5369,Francia,FRA,Ciudad,6835
Stainforth,53.5958,-1.0253,Reino Unido,GBR,Ciudad,6282
Oppdal,62.5667,9.6,Noruega,NOR,Capital Provincia,6981
Hillsboro,39.1668,-89.4735,Estados Unidos,USA,Ciudad,6984
Oakdale,40.7373,-73.1345,Estados Unidos,USA,Ciudad,6984
Roccarainola,40.9667,14.5667,Italia,ITA,Ciudad,6940
Kondavidu,16.2597,80.2653,India,IND,Ciudad,6600
Schwarzenburg,46.8167,7.3333,Suiza,CHE,Ciudad,6829
Barberton,45.7136,-122.6115,Estados Unidos,USA,Ciudad,6981
Tomakivka,47.8163,34.7471,Ucrania,UKR,Capital Provincia,6957
Bad Hofgastein,47.1711,13.1072,Austria,AUT,Ciudad,6914
Almas,-11.5739,-47.17,Brasil,BRA,Ciudad,6979
Zeliezovce,48.0486,18.6603,Eslovaquia,SVK,Ciudad,6859
Oakley,51.251,-1.1764,Reino Unido,GBR,Ciudad,5086
Abadia dos Dourados,-18.4864,-47.4033,Brasil,BRA,Ciudad,6972
Matsyapuri,16.4814,81.6267,India,IND,Ciudad,5314
Shevchenkove,49.6939,37.1794,Ucrania,UKR,Ciudad,6959
San Clemente,39.4039,-2.4294,España,ESP,Ciudad,6953
Vestnes,62.5844,7.0183,Noruega,NOR,Capital Provincia,6958
Keyport,40.4327,-74.2011,Estados Unidos,USA,Ciudad,6977
Beacon Square,28.2118,-82.7504,Estados Unidos,USA,Ciudad,6976
North Mackay,-21.1216,149.1783,Australia,AUS,Ciudad,5933
Weaverham,53.262,-2.577,Reino Unido,GBR,Ciudad,6391
Wustenrot,49.0833,9.4667,Alemania,DEU,Ciudad,6750
Moragudi,14.8625,78.3772,India,IND,Ciudad,6812
Taliwine,30.5328,-7.9256,Marruecos,MAR,Ciudad,6727
Schelklingen,48.3756,9.7325,Alemania,DEU,Ciudad,6883
Kubrat,43.7965,26.5001,Bulgaria,BGR,Capital Provincia,6940
Heillecourt,48.6525,6.1942,Francia,FRA,Ciudad,5473
Jarovnice,49.05,21.0667,Eslovaquia,SVK,Ciudad,6643
Vilshany,50.0533,35.8847,Ucrania,UKR,Ciudad,6865
Laudenbach,49.6114,8.65,Alemania,DEU,Ciudad,6355
Karimnagar,22.1158,88.2455,India,IND,Ciudad,5443
Villadossola,46.0736,8.2669,Italia,ITA,Ciudad,6617
Brier,47.7924,-122.2734,Estados Unidos,USA,Ciudad,6970
Givet,50.1381,4.8242,Francia,FRA,Ciudad,6610
Trumann,35.6771,-90.5261,Estados Unidos,USA,Ciudad,6969
Santa Giustina,46.0839,12.0432,Italia,ITA,Ciudad,6780
Palmitinho,-27.355,-53.555,Brasil,BRA,Ciudad,6920
Timmapuram,18.3597,79.0875,India,IND,Ciudad,6411
Oulad Sbih,33.7333,-7.2,Marruecos,MAR,Ciudad,6616
Cromwell,-45.04,169.2,Nueva Zelanda,NZL,Ciudad,5440
Milltown,40.4504,-74.4351,Estados Unidos,USA,Ciudad,6967
Cliza,-17.5919,-65.9342,Bolivia,BOL,Ciudad,6534
Agua Doce,-26.9978,-51.5558,Brasil,BRA,Ciudad,6961
Pleidelsheim,48.9614,9.2042,Alemania,DEU,Ciudad,6343
Epping,43.0501,-71.0747,Estados Unidos,USA,Ciudad,6966
Vyerkhnyadzvinsk,55.7667,27.9333,Bielorrusia,BLR,Capital Provincia,6956
Arosio,45.7167,9.2167,Italia,ITA,Ciudad,5019
Chynadiyovo,48.4833,22.8333,Ucrania,UKR,Ciudad,6860
Hamilton,46.2527,-114.1598,Estados Unidos,USA,Ciudad,6964
Santo Antonio do Retiro,-15.3389,-42.6239,Brasil,BRA,Ciudad,6955
Le Pian-Medoc,44.955,-0.6697,Francia,FRA,Ciudad,6739
Kornik,52.2367,17.0986,Polonia,POL,Ciudad,6807
Leitchfield,37.4862,-86.2857,Estados Unidos,USA,Ciudad,6962
Vimianzo,43.11,-9.0344,España,ESP,Ciudad,6925
Rodeiro,-21.2,-42.865,Brasil,BRA,Ciudad,6867
Dubrowna,54.5667,30.6833,Bielorrusia,BLR,Capital Provincia,6951
Galileia,-18.9989,-41.5378,Brasil,BRA,Ciudad,6951
Burgebrach,49.8167,10.75,Alemania,DEU,Ciudad,6882
Sunndalsora,62.6128,8.6342,Noruega,NOR,Capital Provincia,6956
Bohlen,51.2025,12.3858,Alemania,DEU,Ciudad,6687
Creswell,43.9212,-123.016,Estados Unidos,USA,Ciudad,6959
Edwardsburgh/Cardinal,44.8333,-75.5,Canadá,CAN,Ciudad,6959
Hartberg,47.2806,15.97,Austria,AUT,Capital Provincia,6650
Campo Belo do Sul,-27.8989,-50.7608,Brasil,BRA,Ciudad,6952
Nerac,44.1361,0.3394,Francia,FRA,Capital Provincia,6849
Nuevo Baztan,40.3667,-3.2333,España,ESP,Ciudad,6630
Bondurant,41.6986,-93.4551,Estados Unidos,USA,Ciudad,6958
San Buenaventura,29.8333,-107.4667,México,MEX,Capital Provincia,6957
Saham al Jawlan,32.7811,35.9347,Siria,SYR,Ciudad,6572
Great Wakering,51.5516,0.8165,Reino Unido,GBR,Ciudad,5587
Askale,39.9211,40.6947,Turquía,TUR,Capital Provincia,6943
Stratford,39.829,-75.0156,Estados Unidos,USA,Ciudad,6955
Inconfidentes,-22.3169,-46.3278,Brasil,BRA,Ciudad,6908
Schonberg in Holstein,54.3956,10.3719,Alemania,DEU,Ciudad,6403
Neoi Epivates,40.501,22.909,Grecia,GRC,Ciudad,5984
Prairie View,30.085,-95.9897,Estados Unidos,USA,Ciudad,6953
Catoosa,36.1832,-95.7662,Estados Unidos,USA,Ciudad,6953
Borgo Val di Taro,44.4833,9.7667,Italia,ITA,Ciudad,6907
Newton Grange,55.868,-3.067,Reino Unido,GBR,Ciudad,5341
Selfoss,63.9322,-21.0002,Islandia,ISL,Ciudad,6878
Sivasli,38.4996,29.6808,Turquía,TUR,Capital Provincia,6911
Paintsville,37.8167,-82.8088,Estados Unidos,USA,Ciudad,6952
Atkinson,42.837,-71.1605,Estados Unidos,USA,Ciudad,6952
Dielsdorf,47.4836,8.4542,Suiza,CHE,Ciudad,5940
Charoen Sin,17.5837,103.5422,Tailandia,THA,Capital Provincia,6869
Ipeuna,-22.4333,-47.7167,Brasil,BRA,Ciudad,6914
Artern,51.3667,11.3,Alemania,DEU,Ciudad,6799
Brahmanagudem,16.9275,81.6736,India,IND,Ciudad,5499
Assais,30.9131,-9.2439,Marruecos,MAR,Ciudad,6915
Valdovino,43.6,-8.1331,España,ESP,Ciudad,6872
Akyar,51.8636,58.2106,Rusia,RUS,Ciudad,6941
San Cipriano Picentino,40.7167,14.8667,Italia,ITA,Ciudad,6571
Ogunimachi,38.0614,139.7433,Japón,JPN,Ciudad,6939
Pittem,50.9833,3.2667,Bélgica,BEL,Ciudad,6752
Pledran,48.4458,-2.7461,Francia,FRA,Ciudad,6753
Plymouth Meeting,40.11,-75.2794,Estados Unidos,USA,Ciudad,6947
Hebbur,13.15,77.0333,India,IND,Ciudad,6349
Colbe,50.8506,8.7842,Alemania,DEU,Ciudad,6695
Teshikaga,43.4853,144.4592,Japón,JPN,Ciudad,6937
Infiesto,43.35,-5.35,España,ESP,Ciudad,6921
Bremen,33.7085,-85.1495,Estados Unidos,USA,Ciudad,6945
Marzabotto,44.3333,11.2,Italia,ITA,Ciudad,6853
Caraglio,44.4167,7.4333,Italia,ITA,Ciudad,6782
Lercara Friddi,37.75,13.6,Italia,ITA,Ciudad,6764
Birmensdorf,47.3542,8.4378,Suiza,CHE,Ciudad,6385
Dobroslav,46.82,30.945,Ucrania,UKR,Ciudad,6863
Ocean City,38.3998,-75.0715,Estados Unidos,USA,Ciudad,6944
Jaraguari,-20.1419,-54.3989,Brasil,BRA,Ciudad,6941
Constanti,41.1532,1.2143,España,ESP,Ciudad,6724
Calamonte,38.89,-6.385,España,ESP,Ciudad,6152
Kelso,55.5985,-2.4336,Reino Unido,GBR,Ciudad,6910
Upper Freehold,40.1552,-74.5283,Estados Unidos,USA,Ciudad,6940
Roost-Warendin,50.4203,3.1056,Francia,FRA,Ciudad,6089
Taradell,41.8737,2.2874,España,ESP,Ciudad,6687
Aya,31.9992,131.2531,Japón,JPN,Ciudad,6867
Holice,50.0661,15.986,República Checa,CZE,Ciudad,6603
Billinge,53.4932,-2.7129,Reino Unido,GBR,Ciudad,6554
Franklin,39.8865,-80.1807,Estados Unidos,USA,Ciudad,6937
Baarle-Nassau,51.45,4.9333,Netherlands,NLD,Capital Provincia,6847
Hochstadt an der Donau,48.6112,10.5682,Alemania,DEU,Ciudad,6756
Vandalia,38.9754,-89.1117,Estados Unidos,USA,Ciudad,6936
Elangi,25.2986,87.9054,India,IND,Ciudad,5704
Tommot,58.9667,126.2667,Rusia,RUS,Ciudad,6935
Antonio Martins,-6.2128,-37.9058,Brasil,BRA,Ciudad,6907
Azgour,31.35,-7.5,Marruecos,MAR,Ciudad,6865
Talmaciu,45.6667,24.2611,Rumanía,ROU,Ciudad,6905
Edgemoor,39.7551,-75.507,Estados Unidos,USA,Ciudad,6934
Southampton,40.0423,-77.4569,Estados Unidos,USA,Ciudad,6934
Cojusna,47.0931,28.6583,Moldavia,MDA,Ciudad,6247
Palsa,24.4721,87.8637,India,IND,Ciudad,5417
Westmere,42.6883,-73.8744,Estados Unidos,USA,Ciudad,6933
Sainte-Anne-des-Monts,49.1333,-66.5,Canadá,CAN,Ciudad,6933
Fort Meade,27.7645,-81.8058,Estados Unidos,USA,Ciudad,6932
Paulo Frontin,-26.04,-50.8358,Brasil,BRA,Ciudad,6913
Vengerovo,55.6833,76.7492,Rusia,RUS,Ciudad,6928
Mileto,38.6078,16.0675,Italia,ITA,Ciudad,6742
Osprey,27.1914,-82.48,Estados Unidos,USA,Ciudad,6931
Gniew,53.8333,18.8333,Polonia,POL,Ciudad,6844
Thyez,46.0836,6.5411,Francia,FRA,Ciudad,6289
Farmington,43.3629,-71.076,Estados Unidos,USA,Ciudad,6930
Lajeado Novo,-6.1889,-47.035,Brasil,BRA,Ciudad,6923
Franklin,37.3277,-120.5321,Estados Unidos,USA,Ciudad,6929
Geiselhoring,48.8258,12.3925,Alemania,DEU,Ciudad,6860
Branston,52.787,-1.659,Reino Unido,GBR,Ciudad,6749
Griffithstown,51.6853,-3.0284,Reino Unido,GBR,Ciudad,5450
Peru,44.582,-73.556,Estados Unidos,USA,Ciudad,6927
Ventrapragada,16.4425,80.9086,India,IND,Ciudad,6500
Askino,56.09,56.5783,Rusia,RUS,Ciudad,6918
Fort Pierce North,27.4736,-80.3594,Estados Unidos,USA,Ciudad,6926
Senafe,14.7,39.4167,Eritrea,ERI,Ciudad,6831
Curral de Dentro,-15.9378,-41.8439,Brasil,BRA,Ciudad,6913
Romhild,50.3833,10.55,Alemania,DEU,Ciudad,6869
San Jose del Progreso,16.6833,-96.6833,México,MEX,Ciudad,6822
Sao Jose do Ouro,-27.7689,-51.5939,Brasil,BRA,Ciudad,6904
Villa del Prado,40.2765,-4.3058,España,ESP,Ciudad,6837
Tizi Ouzli,34.7625,-3.7953,Marruecos,MAR,Ciudad,6639
Ploeren,47.6561,-2.8667,Francia,FRA,Ciudad,6601
Salgareda,45.7061,12.4913,Italia,ITA,Ciudad,6681
Canohes,42.6519,2.8344,Francia,FRA,Ciudad,6199
